system:index,cf_cvg_mean,district,lit_area_km2,lit_threshold,main_band,mean_median_rad,mean_rad,median_band,min_cf_cvg,rad_max,rad_min,scale_m,source_dataset,total_light,valid_area_km2,year,.geo
3_00000000000000000003,67.62182563130249,集美区,231.1706928995702,0.5,average_masked,14.004120780303854,14.352938281632666,median_masked,0,72.95167541503906,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,3923.511873005307,273.2998135776335,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000004,66.95129091278714,海沧区,216.58231315098024,0.5,average_masked,15.150427781417857,16.0372706499219,median_masked,0,124.3577651977539,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,3503.3686966691457,218.42201960612732,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_00000000000000000005,65.47957506158238,同安区,390.05423389583405,0.5,average_masked,4.624464615370769,4.84909063403436,median_masked,0,46.272857666015625,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,3243.6416592805963,668.5294003575327,2016.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000000,100.89926349396622,湖里区,77.04873685189955,0.5,average_masked,46.09300619570913,48.0927627552012,median_masked,0,150.6682891845703,4.752823352813721,500,NOAA/VIIRS/DNB/ANNUAL_V21,3705.4780233202287,77.04873685189955,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000001,93.58662329185357,思明区,84.39078012328453,0.5,average_masked,28.5300327296924,30.225582826208576,median_masked,0,133.554931640625,2.4114174842834473,500,NOAA/VIIRS/DNB/ANNUAL_V21,2550.6264324398526,84.39078012328453,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000002,89.10749881722126,翔安区,396.1569635559428,0.5,average_masked,9.167891449938429,9.52540445073562,median_masked,0,71.59735870361328,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4287.439716266682,450.0607957954634,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000003,94.25659547942622,集美区,228.84673380588157,0.5,average_masked,17.220622968625356,17.42907399848274,median_masked,0,69.78392028808594,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4764.3940392667755,273.2998135776335,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000004,92.12880260215489,海沧区,215.66903136642142,0.5,average_masked,21.217791533960163,21.714493370849596,median_masked,0,160.09844970703125,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4743.592732337678,218.42201960612732,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_00000000000000000005,89.64536759851194,同安区,461.04258149326023,0.5,average_masked,6.260892782549762,6.490244658487959,median_masked,0,83.98681640625,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4341.358914540262,668.5294003575327,2017.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000000,101.26220306358847,湖里区,77.04873685189955,0.5,average_masked,49.115168217811004,49.80594204171254,median_masked,0,162.46051025390625,4.994056224822998,500,NOAA/VIIRS/DNB/ANNUAL_V21,3837.4608910812726,77.04873685189955,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000001,90.53104668056345,思明区,84.39078012328453,0.5,average_masked,27.74339461998537,27.632984744167892,median_masked,0,79.08509826660156,2.4329097270965576,500,NOAA/VIIRS/DNB/ANNUAL_V21,2331.8365168849773,84.39078012328453,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000002,86.8047390001577,翔安区,408.9873949978546,0.5,average_masked,10.596567606681328,10.89317615063803,median_masked,0,84.89704132080078,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4903.2951737411395,450.0607957954634,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000003,81.18088788171963,集美区,234.06955950894513,0.5,average_masked,16.950512151702366,17.218707277707004,median_masked,0,81.74229431152344,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4706.883570460871,273.2998135776335,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000004,82.6525797926408,海沧区,214.90163755502437,0.5,average_masked,21.184592063786617,22.03176727398791,median_masked,0,162.46051025390625,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4812.772322371683,218.42201960612732,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_00000000000000000005,82.23307047571573,同安区,507.53994339086915,0.5,average_masked,7.6207251415379025,7.7322091742491335,median_masked,0,76.0574722290039,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5171.965757748333,668.5294003575327,2018.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000000,93.44247991609133,湖里区,77.04873685189955,0.5,average_masked,46.09847645675437,46.544900971955194,median_masked,0,154.22657775878906,6.080935478210449,500,NOAA/VIIRS/DNB/ANNUAL_V21,3586.215935288815,77.04873685189955,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000001,79.65866548754552,思明区,84.39078012328453,0.5,average_masked,25.97772593333621,26.821560545762136,median_masked,0,79.7435302734375,3.004223346710205,500,NOAA/VIIRS/DNB/ANNUAL_V21,2263.377769848276,84.39078012328453,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000002,77.64910700205013,翔安区,414.7764424656236,0.5,average_masked,12.378573354626436,12.664893202769406,median_masked,0,91.74053955078125,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5700.8878054006345,450.0607957954634,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000003,77.59849552293076,集美区,233.41446241599172,0.5,average_masked,16.82919396329812,17.069251955740192,median_masked,0,83.31196594238281,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4666.012017692361,273.2998135776335,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000004,78.26874974588333,海沧区,216.326855348468,0.5,average_masked,21.519065239910766,21.997670232935576,median_masked,0,154.22657775878906,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4805.2931166559665,218.42201960612732,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_00000000000000000005,75.64051790198255,同安区,532.7470010165425,0.5,average_masked,7.622572264934382,7.774227759867331,median_masked,0,56.45867156982422,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5200.034436011938,668.5294003575327,2019.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000000,83.07945966505687,湖里区,77.04873685189955,0.5,average_masked,45.7230011788676,44.15384504880566,median_masked,0,176.8173065185547,5.026552677154541,500,NOAA/VIIRS/DNB/ANNUAL_V21,3402.0009034115774,77.04873685189955,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000001,74.28475775377426,思明区,84.39078012328453,0.5,average_masked,26.35085114989868,27.546634068859156,median_masked,0,80.21630859375,2.456089496612549,500,NOAA/VIIRS/DNB/ANNUAL_V21,2324.554851790258,84.39078012328453,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000002,72.30108224254846,翔安区,428.4114548863961,0.5,average_masked,13.48051814333008,13.583111969072199,median_masked,0,93.55619049072266,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,6114.210813286101,450.0607957954634,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000003,74.86190887427196,集美区,233.60438474258484,0.5,average_masked,16.260152365837765,16.172544655413134,median_masked,0,72.45281219482422,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4420.908874559912,273.2998135776335,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000004,74.55487294165482,海沧区,214.8945704467523,0.5,average_masked,22.080071040982514,21.868438714832582,median_masked,0,230.65538024902344,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4777.138720678221,218.42201960612732,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_00000000000000000005,74.65788294439422,同安区,544.4848811821054,0.5,average_masked,7.19271195355407,7.338482173597225,median_masked,0,59.03193283081055,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,4908.45408627207,668.5294003575327,2020.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000000,93.67105035672708,湖里区,77.04873685189955,0.5,average_masked,51.16379492016944,51.56136544309345,median_masked,0,226.28395080566406,5.358238220214844,500,NOAA/VIIRS/DNB/ANNUAL_V21,3972.708912242039,77.04873685189955,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000001,87.97099572568585,思明区,84.39078012328453,0.5,average_masked,29.138566777778088,29.05577284186401,median_masked,0,90.95960235595703,2.851361036300659,500,NOAA/VIIRS/DNB/ANNUAL_V21,2451.8971325256207,84.39078012328453,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000002,83.32751931871945,翔安区,429.3575034737123,0.5,average_masked,15.56918798784395,15.848861800072847,median_masked,0,86.9754867553711,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,7134.056871625843,450.0607957954634,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000003,86.11798489679036,集美区,233.92586617659217,0.5,average_masked,18.057221625510934,18.503332767941746,median_masked,0,80.48161315917969,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5058.029166563827,273.2998135776335,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000004,85.37810124008946,海沧区,215.82010183241408,0.5,average_masked,24.45278517173204,24.857784876062453,median_masked,0,226.64183044433594,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5430.195424586692,218.42201960612732,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_00000000000000000005,88.52150544762247,同安区,563.5918405914181,0.5,average_masked,8.376445529634754,8.587027177641462,median_masked,0,72.56430053710938,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V21,5743.46617853893,668.5294003575327,2021.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000000,120.78012010004497,湖里区,77.04873685189955,0.5,average_masked,49.52583168879158,49.840174196903035,median_masked,0,217.18896484375,5.531461715698242,500,NOAA/VIIRS/DNB/ANNUAL_V22,3840.1267097000414,77.04873685189955,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000001,108.46463689385804,思明区,84.39078012328453,0.5,average_masked,28.030040874239834,28.233969778167,median_masked,0,117.46884155273438,2.701725721359253,500,NOAA/VIIRS/DNB/ANNUAL_V22,2382.5491450093614,84.39078012328453,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000002,108.19619933764392,翔安区,430.3595241664819,0.5,average_masked,15.010110654326487,15.219446043699069,median_masked,0,76.35395050048828,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,6850.825110289071,450.0607957954634,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000003,112.67921587979754,集美区,235.25287817242554,0.5,average_masked,18.008876872019567,18.339169335433247,median_masked,0,76.03660583496094,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5013.18487941565,273.2998135776335,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000004,108.85972758690785,海沧区,216.5797898306984,0.5,average_masked,24.92777563816601,25.464874796599336,median_masked,0,261.74969482421875,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5562.814749875833,218.42201960612732,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_00000000000000000005,113.47415395466365,同安区,571.7984233042857,0.5,average_masked,8.126107647764876,8.279584723880976,median_masked,0,71.104248046875,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5537.764762510354,668.5294003575327,2022.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000000,83.92962275676858,湖里区,77.04873685189955,0.5,average_masked,52.14908973095204,53.31489623591409,median_masked,0,231.7886962890625,5.713711738586426,500,NOAA/VIIRS/DNB/ANNUAL_V22,4107.83131970832,77.04873685189955,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000001,75.7802728823195,思明区,84.39078012328453,0.5,average_masked,29.920716968305697,30.581962271714403,median_masked,0,93.93108367919922,3.215890407562256,500,NOAA/VIIRS/DNB/ANNUAL_V22,2580.693134744003,84.39078012328453,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000002,78.65433882668351,翔安区,427.8950711018372,0.5,average_masked,16.46179414621708,17.357687051142353,median_masked,0,83.1906509399414,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,7813.552520699986,450.0607957954634,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000003,76.36498990305633,集美区,225.83144980631047,0.5,average_masked,18.097555834955312,18.666169876972983,median_masked,0,80.11643981933594,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5102.586555031497,273.2998135776335,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000004,74.3569871925188,海沧区,214.26180928131114,0.5,average_masked,25.887199722871383,26.865806993938463,median_masked,0,247.25526428222656,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5868.781150928488,218.42201960612732,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_00000000000000000005,78.21619199389085,同安区,562.3959670441757,0.5,average_masked,8.673955740597787,9.08833830998291,median_masked,0,67.31407165527344,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,6078.734216156456,668.5294003575327,2023.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000000,87.8559260497228,湖里区,77.04873685189955,0.5,average_masked,53.4230738584696,52.94440522744442,median_masked,0,228.3151397705078,5.753068923950195,500,NOAA/VIIRS/DNB/ANNUAL_V22,4079.2771264152234,77.04873685189955,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000001,92.28163097719663,思明区,84.39078012328453,0.5,average_masked,29.760957565084333,29.489688107488117,median_masked,0,100.70793914794922,3.148426055908203,500,NOAA/VIIRS/DNB/ANNUAL_V22,2488.534605366196,84.39078012328453,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000002,92.4019634127109,翔安区,428.8965688682589,0.5,average_masked,18.367919220326865,18.43657515876581,median_masked,0,80.64945983886719,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,8299.302888101565,450.0607957954634,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000003,88.65810969631251,集美区,227.83650139264626,0.5,average_masked,18.41639637683846,18.246307062030038,median_masked,0,80.78321838378906,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,4987.824621743218,273.2998135776335,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000004,85.49831673104288,海沧区,214.78973807064938,0.5,average_masked,26.00243050482876,25.9638946619817,median_masked,0,228.3151397705078,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,5671.77919011847,218.42201960612732,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_00000000000000000005,94.96895955581124,同安区,563.1573816780606,0.5,average_masked,9.176139164555066,9.123072318145384,median_masked,0,67.21161651611328,0.0,500,NOAA/VIIRS/DNB/ANNUAL_V22,6102.005704046766,668.5294003575327,2024.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
